./dataset/images/PV01_rooftop_brick (1).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (2).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (3).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (4).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (5).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (6).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (7).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (8).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (9).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (10).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (11).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (12).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (13).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (14).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (15).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (16).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (17).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (18).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (19).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (20).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (21).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (22).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (23).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (24).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (25).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (26).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (27).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (28).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (29).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (30).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (31).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (32).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (33).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (34).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (35).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (36).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (37).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (38).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (39).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (40).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (41).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (42).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (43).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (44).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (45).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (46).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (47).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (48).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (49).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (50).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (51).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (52).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (53).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (54).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (55).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (56).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (57).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (58).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (59).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (60).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (61).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (62).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (63).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (64).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (65).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (66).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (67).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (68).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (69).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (70).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (71).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (72).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (73).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (74).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (75).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (76).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (77).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (78).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (79).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (80).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (81).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (82).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (83).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (84).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (85).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (86).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (87).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (88).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (89).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (90).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (91).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (92).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (93).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (94).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (95).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (96).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (97).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (98).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (99).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_rooftop_brick (100).bmp,PV01,PV01_rooftop_brick
./dataset/images/PV01_Rooftop_FlatConcrete (1).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (2).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (3).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (4).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (5).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (6).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (7).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (8).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (9).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (10).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (11).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (12).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (13).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (14).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (15).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (16).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (17).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (18).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (19).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (20).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (21).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (22).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (23).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (24).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (25).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (26).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (27).bmp,PV01,PV01_Rooftop_FlatConcrete 
./dataset/images/PV01_Rooftop_FlatConcrete (28).bmp,PV01,PV01_Rooftop_FlatConcrete 
